title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
the texas revolution and the us-mexican war : a concise history,"""this narrative history begins with the introduction of the empresario system in mexico in 1823, a system of land distribution to american farmers and ranchers in an attempt to strengthen the postwar economy following mexico's independence from spain once welcomed as fellow countrymen, the new settlers, homesteading on land destined to be called texas, were viewed as enemies when in 1835 they revolted against the government's harsh centralist rulings the final straw for both sides came when texas was granted us statehood and 11 american soldiers were ambushed and murdered as a result, congress declared war on mexico""-- provided by publisher","austin colony to the convention of 1833 -- santa anna and the politics of mexico city -- gonzales, goliad, and fort lipantitlán -- the siege of bexar -- the battle of the alamo and the goliad massacre -- the battle of san jacinto and the pastry war -- the republic of texas and its quest for statehood -- prelude to war -- the battles of palo alto, resaca de la palma and monterrey -- a shift in strategy and the battle of buena vista -- the western campaigns -- the battles of veracruz and cerro gordo -- scott's drive to mexico city","['mexican war, 1846-1848']","['mexican war, 1846-1848', 'regulator-moderator war, tex, 1839-1844', 'chaco war, 1932-1935', 'anglo-spanish war, 1739-1748', 'paraguayan war, 1865-1870']",f,"{'mexican war, 1846-1848': 1}"
"the mississippi secession convention : delegates and deliberations in politics and war, 1861-1865","""the mississippi secession convention is the first full treatment of any secession convention to date studying the mississippi convention of 1861 offers insight into how and why southern states seceded and the effects of such a breech based largely on primary sources, this book provides a unique insight into the broader secession movement there was more to the secession convention than the mere act of leaving the union, which was done only three days into the deliberations the rest of the three-week january 1861 meeting as well as an additional week in march saw the delegated debate and pass a number of important ordinances that for a time governed the state as seen through the eyes of the delegates themselves, with rich research into each member, this book provides a compelling overview of the entire proceeding the effects of the convention gain the most analysis in this study, including the political processes that, after the momentous vote, morphed into unlikely alliances those on opposite ends of the secession question quickly formed new political allegiances in a predominantly confederate-minded convention these new political factions formed largely over the issues of central versus local authority, which quickly played into confederate versus state issues during the civil war in addition, timothy smith considers the lasting consequences of defeat, looking into the effect secession and war had on the delegates themselves and, by extension, mississippi""-- provided by publisher","preface -- prologue : dramatis personae : the major actors in the mississippi secession convention -- elections : november-december 1860 -- delegates : january 1861 -- organization : january 7-8, 1861 -- secession : january 9, 1861 -- committees : january 10-12, 1861 -- ceremony : january 14-15, 1861 -- divergence : january 16-19, 1861 -- votes : january 21-23, 1861 -- adjournment : january 24-26, 1861 -- interim : february-march, 1861 -- ratification : march 25-30, 1861 -- war : 1861-1865 -- epilogue : consequences : 1865-1921 -- appendix 1 roster of delegates to the mississippi secession convention -- appendix 2 election results for convention delegates, december 20, 1860 -- appendix 3 mississippi ordinance of secession -- appendix 4 declaration of causes","['secession', 'secession', 'political leadership', 'political leadership', 'voting', 'voting']","['reconstruction (us history, 1865-1877)', 'secession', 'compromise of 1850', 'sectionalism (united states)', 'unionists (united states civil war)']",f,"{'secession': 2, 'political leadership': 61, 'voting': 201}"
intellectuals and the search for national identity in twentieth-century brazil,"""intellectuals and the search for national identity in twentieth-century brazil this book discusses twentieth-century brazilian political thought, arguing that while rio de janeiro intellectuals envisaged the state and the national bourgeoisie as the means to overcome dependency on foreign ideas and culture, sao paulo intellectuals looked to civil society and the establishment of new academic institutions in the search for national identity ronald h chilcote begins his study by outlining brazilian intellectuals' attempt to transcend a sense of inferiority emanating from brazilian colonialism and backwardness next, he traces the struggle for national identity in rio de janeiro through an account of how intellectuals of varying political persuasions united in search of a political ideology of national development he then presents an analysis by sao paulo intellectuals on racial discrimination, social inequality, and class differentiation under early capitalism and industrialization lastly, the book concludes with a discussion on how brazilian intellectuals challenged foreign thinking about development through the state and representative democratic institutions, in contrast to popular and participatory democratic practices ronald h chilcote is professor of economics and political science at the university of california, riverside he is a founder and managing editor of the bimonthly journal latin american perspectives and is the author or editor of more than two dozen major books""-- provided by publisher",machine generated contents note: introduction: the intellectual in theory and practice; 1 intellectuals and political thought in twentieth-century brazil; 2 developmental nationalism and the rio movement; 3 nationalism and marxism in the sao paulo movement; 4 capitalism and the bourgeois revolution: understanding development and underdevelopment; 5 the pursuit of democracy; conclusion,"['intellectuals', 'brazil', 'political culture', 'nationalism', 'national characteristics, brazilian']","['national characteristics, brazilian', 'national characteristics, latin american', 'national characteristics, colombian', 'political anthropology', 'inca philosophy']",f,"{'intellectuals': 19, 'brazil': 25, 'political culture': 9, 'nationalism': 26, 'national characteristics, brazilian': 1}"
indigenous education through dance and ceremony : a mexica palimpsest,"""this book presents an ethnography of contemporary indigenous education through the spirit practice, dance ceremonies, and cultural diffusion efforts of a mexica (aztec) dance circle in the united states the author uses the metaphor of palimpsest to describe several teaching and learning spaces the group constructs with a combination of ancient and modern materials coli;n unpacks the group's organizational leadership, ceremonies, community service, education, and dance practices ultimately, dancers reclaim and re-author identity, language, culture, leadership, education, spirituality, and community activism the book celebrates a dynamic indigenous community and their post-colonial resistance to erasure ""-- provided by publisher",machine generated contents note: -- 1 a danza landscape2 calpulli (an alliance of houses)3 tequio (community work)4 tlacahuapahualiztli (the art of educating a person)5 cargos6 macehualiztli (the art of deserving)7 decolonial pedagogy8 re-inscribing the self9 a modern mexica palimpsest,"['aztec dance', 'dance in education', 'folk dancing', 'religious dance', 'aztecs', 'aztecs', 'aztecs']","['aztec dance', 'dance in education', 'aztec art', 'inca philosophy', 'inca art']",f,"{'aztec dance': 1, 'dance in education': 2, 'folk dancing': 24, 'religious dance': 7, 'aztecs': 16}"
bad company and burnt powder : justice and injustice in the old southwest,"this book is a collection of twelve stories of when things turned ""western"" in the nineteenth-century southwest each chapter deals with a different character or episode in the wild west involving various lawmen, texas rangers, outlaws, feudists, vigilantes, lawyers, and judges--adapted from the ecip data view summary","bullets at bullhead mountain -- a modern hercules to the rescue -- murders and madness at millican -- shooting him with pistols and guns -- has a wolfish look, is bold to recklessness -- son, don't take your guns to town -- the plum was ripening fast -- six-shooters, sermons, and sour mash -- i'm shot all to pieces, everything quiet -- most feared gangster of the time -- good man, bad boy, big gun -- distractions of frontier life","['crime', 'crime', 'law enforcement', 'law enforcement', 'frontier and pioneer life']","['stagecoach robberies', 'regulator-moderator war, tex, 1839-1844', ""haun's mill massacre, mo, 1838"", 'frontier and pioneer life in literature', 'frontier and pioneer life']",f,"{'crime': 70, 'law enforcement': 139, 'frontier and pioneer life': 5}"
with the saraguros : the blended life in a transnational world,"""the first humanistic portrait of life among southern ecuador's saraguros, this work includes a meditative self-reflection on the author's role as anthropologist, the role of cross-cultural understanding in the andean highlands and beyond, and the meaning of the good life in different cultural contexts; it further considers how contemporary globalization shapes people's lives and thought""-- provided by publisher","machine generated contents note: acknowledgments -- prologue: advice to a technopelli -- 1 attuning and the development of an approach to fieldwork -- interlude 1 three images of technopelli -- 2 a necklace, a metaphor, and the saraguro context -- 3 la vida matizada and work life in a globalizing society -- interlude 2 a house in three different times -- 4 weaving la vida matizada: beadwork and cooperatives in saraguro women's lives -- interlude 3 los caracoles: travels and transformations of aesthetic ideas -- 5 sweet water and exotic fish: ecological imaginations in a world of traveling creatures -- interlude 4 empty doorways and shadowy figures: anthropologist as accidental business consultant -- 6 on the development and value of an anthropological consciousness -- epilogue: a story for a technopelli&'s last hour in town -- references -- index","['saraguro indians', 'saraguro indians', 'globalization']","['san agustín culture (colombia)', 'arts, latin american', 'inca philosophy', 'ethnology', 'feminist anthropology']",f,"{'saraguro indians': 12, 'globalization': 40}"
philadelphia quakers and the antislavery movement,"""the quakers came to america in the 17th century to seek religious freedom after years of struggle, they achieved success in various endeavors and, like many wealthy colonists of the time, bought and sold slaves but a movement to remove slavery from their midst, sparked by their religious beliefs, grew until they renounced the slave trade and freed their slaves""-- provided by publisher","part i removing the plank -- quaker beginnings -- quaker beginnings in america -- friends and slavery -- victory and retreat -- part ii removing the splinter -- the revolution -- creating a free nation, not a free people -- legal help in and out of court -- the american colonization society and the schism -- other avenues explored -- part iii the underground railroad -- standing against the tide -- the tracks of the underground railroad -- the compromise of 1850 and the fugitive slave act -- the penalty for defiance -- the tricks of the trade -- stories of the underground -- the last fetter broken","['antislavery movements', 'quaker abolitionists', 'abolitionists']","['quaker abolitionists', 'abolitionists', 'antislavery movements', 'slavery and the church', 'slave insurrections']",f,"{'antislavery movements': 3, 'quaker abolitionists': 1, 'abolitionists': 2}"
"charlotte and the american revolution : reverend alexander craighead, the mecklenburg declaration and the foothills fight for independence","""a history of charlotte, nc and mecklenburg county, nc during the american revolution""-- provided by publisher",mecklenburg's fiery preacher -- reverend craighead's ferocious parishioners -- the war of sugar creek -- reverend alexander craighead's death -- rebellion in mecklenburg county and the foothills of north carolina -- the first battle of the revolutionary war -- the mecklenburg declaration of independence and resolves -- mecklenburg's role in the revolutionary war -- appendix: list of mecklenburg county revolutionary war soldiers,['patriotism'],"['black boys rebellion, 1765', ""shays' rebellion, 1786-1787"", 'johnson county war, 1892', 'creek war, 1813-1814', 'southampton insurrection, 1831']",f,{'patriotism': 148}
the fate of earthly things : aztec gods and god-bodies,"""following their first contact in 1519, accounts of aztecs identifying spaniards as gods proliferated but what exactly did the aztecs mean by a ""god"" (teotl), and how could human beings become gods or take on godlike properties? this sophisticated, interdisciplinary study analyzes three concepts that are foundational to aztec religion--teotl (god), teixiptla (localized embodiment of a god), and tlaquimilolli (sacred bundles containing precious objects)--to shed new light on the aztec understanding of how spiritual beings take on form and agency in the material world in the fate of earthly things, molly bassett draws on ethnographic fieldwork, linguistic analyses, visual culture, and ritual studies to explore what ritual practices such as human sacrifice and the manufacture of deity embodiments (including humans who became gods), material effigies, and sacred bundles meant to the aztecs she analyzes the aztec belief that wearing the flayed skin of a sacrificial victim during a sacred rite could transform a priest into an embodiment of a god or goddess, as well as how figurines and sacred bundles could become localized embodiments of gods without arguing for unbroken continuity between the aztecs and modern speakers of nahuatl, bassett also describes contemporary rituals in which indigenous mexicans who preserve costumbres (traditions) incorporate totiotzin (gods) made from paper into their daily lives this research allows us to understand a religious imagination that found life in death and believed that deity embodiments became animate through the ritual binding of blood, skin, and bone""-- provided by publisher","machine generated contents note: acknowledgments -- introduction god-bodies, talk-makers: deity embodiments in nahua religions -- chapter 1 meeting the gods -- chapter 2 ethnolinguistic encounters: teotl and teixiptla in nahuatl scholarship -- chapter 3 divining the meaning of teotl -- chapter 4 gods in the flesh: the animation of aztec teixiptlahuan -- chapter 5 wrapped in cloth, clothed in skins: aztec tlaquimilolli (sacred bundles) and deity embodiment -- conclusion fates and futures: conclusions and new directions -- appendix a ixiptla variants in early lexicons -- appendix b a list of terms modified by teo- in the florentine codex -- appendix c turquoise, jet, and gold -- notes --","['aztecs', 'aztec gods', 'aztecs']","['aztec mythology', 'aztec gods', 'quetzalcoatl (aztec deity)', 'aztec goddesses in art', 'aztec art']",f,"{'aztecs': 8, 'aztec gods': 2}"
"fluent selves : autobiography, person, and history in lowland south america","""fluent selves examines narrative practices throughout lowland south america focusing on indigenous communities in brazil, chile, ecuador, and peru, illuminating the social and cultural processes that make the past as important as the present for these peoples this collection brings together leading scholars in the fields of anthropology and linguistics to examine the intersection of these narratives of the past with the construction of personhood the volume's exploration of autobiographical and biographical accounts raises questions about fieldwork, ethical practices, and cultural boundaries in the study of anthropology rather than relying on a simple opposition between the ""western individual"" and the non-western rest, contributors to fluent selves explore the complex interplay of both individualizing as well as relational personhood in these practices transcending classic debates over the categorization of ""myth"" and ""history,"" the autobiographical and biographical narratives in fluent selves illustrate the very medium in which several modes of engaging with the past meet, are reconciled, and reemerge ""-- provided by publisher","like the ancient ones"" : the intercultural dynamics of personal biography in amazonian ecuador / casey high -- ""this happened to me"" : exemplary personal experience narratives among the piro (yine) people of peruvian amazonia / peter gow -- memories of the ucayali : the asháninka story line / hanne veber -- multiple biographies : shamanism and personhood among the marubo of western amazonia / pedro de niemeyer cesarino -- the end of me : the role of destiny in mapuche narratives of the person / magnus course -- relieving apprehension and limiting risk : the rituals of extraordinary communicative contacts / ellen b basso -- the lascivious life of gabriel gentil / oscar calavia sáez -- an indigenous capitão's reflections on a mid-twentieth-century brazilian ""middle ground"" / suzanne oakdale -- fluid subjectivity : reflections on self and alternative futures in the autobiographical narrative of hiparidi top'tiro, a xavante transcultural leader / laura r graham -- autobiographies of a memorable man and other memorable persons (southern amazonia, brazil) / bruna franchetto","['indians of south america', 'indians of south america', 'autobiography', 'discourse analysis, narrative', 'group identity', 'ethnology']","['indians of central america', 'indians of south america', 'inca philosophy', 'inca mythology', 'quechua indians']",f,"{'indians of south america': 2, 'autobiography': 19, 'discourse analysis, narrative': 58, 'group identity': 772, 'ethnology': 28}"
famous trees of texas,"for the 100-year anniversary of the texas a&m forest service, the agency presents a new edition of the classic book, telling the stories of one hundred and one trees throughout the state some are old friends, featured in the first edition and still alive (27 of the original 81 trees described in the first edition have died); some are newly designated, discovered as people began to recognize their age and value all of them remain ""living links"" to the state's storied past",in their footsteps -- settling the frontier -- the republic -- battle lines -- religious freedom -- crime & punishment -- 254 -- crossroads -- our state tree -- everything is bigger,['historic trees'],"['historic trees', 'texas', 'texas longhorn cattle', 'forest biodiversity conservation', 'plantations']",f,{'historic trees': 1}
"a desolate place for a defiant people : the archaeology of maroons, indigenous americans, and enslaved laborers in the great dismal swamp","sayers examines the great dismal swamp's archaeological record from ca 1600 until the time of the civil war, exposing and unraveling the complex social and economic systems developed by the thousands of indigenous americans, africa american maroons, free african americans, enslaved company workers, and outcast europeans who made the swamp their home","the great dismal swamp landscape, then and now -- alienation: a foundational concept -- the architecture of alienation in modern history -- the documented great dismal swamp, 1585-1860 -- scission communities, canal company laborer communities, and interpretations of their archaeological -- presence in the great dismal swamp -- two hundred and fifty years of community praxis in the great dismal swamp: some concluding thoughts","['archaeology', 'natural history']","['plantation life', 'environmental archaeology', 'plantation owners', 'social archaeology', 'indian slaves']",f,"{'archaeology': 19, 'natural history': 29}"
on the lips of others : moteuczoma's fame in aztec monuments and rituals,an interdisciplinary study investigating how the name and portrait of moteuczoma (aka moctezuma/montezuma) ii were represented in aztec monuments and colonial manuscripts and how the concept of fame operated in the aztec world,introduction -- the two moteuczomas -- fame and transformation -- the royal icon -- resonances of the speech glyph -- visibility and invisibility of the name glyph -- absence and presence of body -- the chapultepec portrait -- colonial reflections on aztec portraiture -- conclusion,"['aztec art', 'fame', 'aztecs']","['aztec art', 'aztec goddesses in art', 'aztec mythology', 'quetzalcoatl (aztec deity)', 'inca art']",f,"{'aztec art': 1, 'fame': 108, 'aztecs': 9}"
mayor for a new america,"""a revealing memoir by boston's beloved five-term mayor, explaining the power behind boston's success and lessons for washington power brokers after twenty years of service, mayor thomas menino is stepping down from his office as one of the longest-serving major-city mayors in united states history--and one of the most popular politicians in modern memory his political career has stretched from the busing crisis of the 1970s to the city's extraordinary response to the boston marathon bombings in 2013 menino tells exclusive behind-the-scenes stories of urban politics and provides inspiration for washington with his proven, people-focused method: ""do the small stuff so you can win the credibility to do the big stuff"" he's not known as a fancy talker, but he gets things done under his wing, the city has enjoyed unprecedented economic growth while fostering a new attitude of acceptance menino shows how a very old city shook off its puritan roots and racial tensions to become a truly twenty-first-century city""-- provided by publisher","machine generated contents note: introduction -- 1 -- from hyde park to city hall -- up from busing -- 19 -- the struggle for the schools -- ""i'm not a fancy talker"" -- 71 -- police and fire -- a city for all -- 117 -- getting stuff done -- ""heyhowaya?"" -- 173 -- ""to think i did all that"" -- 221 -- index -- 233",['mayors'],"['mayors', 'urban policy', 'urban renewal', 'city and town life', 'civic leaders']",f,{'mayors': 1}
ancestors of worthy life : plantation slavery and black heritage at mount clare,"america plantation sites are reluctant to show and interpret the homes and lives of the slaves that used to reside there in times of slavery mount clare is one such site and teresa moyer examines the lives of its former slaves and the issues keeping these findings hidden raising questions about how race continues to affect the decisions made at historic sites, moyer discovers that slaves at mount clare adopted the ceremonies of their owners while still exercising their freedoms of family and homeland culture",introduction -- slavery and iron at georgia -- the creation of mount clare -- slavery and revolution -- white widowhood -- manumission and freedom -- a broader history -- conclusion,"['slavery', 'historic buildings', 'african americans', 'slaves']","['plantation life', ""plantation owners' spouses"", 'plantation owners', 'slavery and the church', 'appalachians (people)']",f,"{'slavery': 15, 'historic buildings': 58, 'african americans': 213, 'slaves': 20}"
the improbable conquest : sixteenth-century letters from the río de la plata,"""a translation of letters written by settlers in the río de la plata region of south america during the spanish conquest in the sixteenth century""--provided by publisher","selected letters from the río de la plata -- pedro de mendoza to juan de ayolas (april 21, 1537) -- isabel guevara to princess juana (july 2, 1556) -- domingo de irala to emperor charles v (march 1, 1545) -- francisco galán to rodrigo de vera (march 1, 1545) -- juan pavyenn to martín de agreda (june 15, 1556) -- francisco de andrada to the council of the indies (march 1, 1545) -- martín gonzález to emperor charles v (june 25, 1556) -- domingo martínez to emperor charles v (july 2, 1556)","['spaniards', 'spaniards', 'explorers']","['anglo-spanish war, 1739-1748', 'missions, spanish', 'spanish american literature', 'mixton war, 1541-1542', 'christian literature, spanish']",f,"{'spaniards': 37, 'explorers': 85}"
"walking queens : 30 tours for discovering the diverse communities, historic places, and natural treasures of new york city's largest borough","""home to more than 23 million people who speak at least 150 different languages, queens is heralded as the most multicultural place on earth people go there to watch major league baseball or the us open perhaps they venture just across the river, to check out a trendy new restaurant, bar, or performance space in long island city or astoria, or ride the train all the way out to the beach on a summer's day now, with walking queens by local author adrienne onofri, readers get to know the whole borough each walk tells the story of a neighborhood: how it developed originally and how it's transformed over the years readers are pointed to distinctive architecture, landmark buildings, popular eateries, ethnic enclaves, celebrity residences, art and performance spaces, and natural scenery there are tours that reveal forgotten moments in queens history, or position you for a stunning view, or immerse you in all the sights, scents, and sounds of a melting pot maps and transportation directions make it easy to find your way whether you're looking for an afternoon stroll or a daylong outing, grab this book and start walking queens! ""-- provided by publisher",machine generated contents note: 1 long island city -- 2 astoria (north) -- 3 astoria (south) -- 4 sunnyside -- 5 woodside -- 6 jackson heights -- 7 corona -- 8 flushing meadows corona park -- 9 flushing: downtown -- 10 flushing: north of northern blvd -- 11 flushing: kissena park -- 12 college point -- 13 whitestone -- 14 bayside -- 15 alley pond park (bayside/douglaston) -- 16 fort totten to bayside gables (bayside) -- 17 crocheron park & environs (bayside) -- 18 douglaston -- 19 queens village -- 20 st albans -- 21 holliswood & jamaica estates -- 22 jamaica -- 23 kew gardens -- 24 forest hills -- 25 rego park -- 26 elmhurst -- 27 maspeth -- 28 ridgewood -- 29 glendale -- 30 woodhaven -- 31 richmond hill -- 32 hamilton beach & howard beach -- 33 broad channel -- 34 far rockaway -- 35 bayswater -- 36 rockaway beach & rockaway park,['walking'],"['ethnic neighborhoods', 'african american neighborhoods', 'hispanic american neighborhoods', 'historic districts', 'urban parks']",f,{'walking': 108}
sherds of history : domestic life in colonial guadeloupe,"myriam arcangeli argues in this study of ceramics that by analyzing how the people of guadeloupe used ceramics, a larger social history of guadeloupe emergers, a ""ceramic culture"" that broadens our understanding of race, class, and gender in colonial societies in both the united states and the caribbean","a ceramic culture -- from kakukera to guadeloupe -- just add water: domestic water reserves and water-storage ceramics -- a canari in the kitchen: creole cooks, foods, and cuisine -- the creole art of the table -- for healthy bodies and clean houses -- conclusion","['pottery', 'ceramic materials']","['san agustín culture (colombia)', 'caribbean literature (english)', 'creoles', 'maya pottery', 'inca art']",f,"{'pottery': 31, 'ceramic materials': 36}"
"murder and counterrevolution in mexico : the eyewitness account of german ambassador paul von hintze, 1912-1914","""admiral paul von hintze arrived in mexico in the spring of 1911, to serve as germany's ambassador to a country in a state of revolution germany's emperor wilhelm ii had selected hintze as his personal eyes and ears in mexico (and concomitantly the neighboring united states) during the portentous years leading up to the first world war the ambassador benefited from a network of informers throughout mexico and was closely involved in the country's political and diplomatic machinations as the violent revolution played out ""murder and counterrevolution in mexico"" presents hintze's eyewitness accounts of these turbulent years hintze's diary, telegrams, letters, and other records, translated, edited, and annotated by friedrich e schuler, offer detailed insight into victoriano huerta's overthrow and assassination of francisco madero and huerta's ensuing dictatorship and chronicle the us-supported resistance showcasing the political relationship between germany and mexico, hintze's suspenseful, often daily diary entries provide new insight into the turmoil of the mexican revolution, including us diplomatic maneuvers and subterfuge, as well as an intriguing backstory to the infamous 1917 zimmermann telegram, which precipitated us entry into world war i"" -- provided by publisher",an eyewitness learns about revolutionary mexico : transnational impressions -- the path to madero's assassination : an hour-by-hour account -- getting to know the dictator : victoriano huerta governs -- toppling the mad tyrant : a day-by-day account of an ordeal -- whisking huerta into european exile : bad guys don't always die,['ambassadors'],"['world war, 1914-1918', 'mexican war, 1846-1848', 'paraguayan war, 1865-1870', 'german american journalists', 'chaco war, 1932-1935']",f,{'ambassadors': 116}
reconnaissance in sonora : charles d poston's 1854 exploration of mexico and the gadsden purchase,"""reconnaissance in sonora brings to light poston's handwritten report about his 1854 journey from san francisco to sonora, mexico, and his return through the gadsden purchase territory of southern arizona""--provided by publisher","introduction -- starting out in kentucky -- san francisco and the customs house -- the government boarding house -- expansionist dreams and private conquests -- planning the expedition to sonora -- navachiste and sonora -- a port on the gulf -- the sand desert -- the gila trail and colorado city -- deals and disappointments -- stories of the sonoran expedition -- postcript: poston's story -- appendix charles d poston, ""reconnaisance in sonora""",['gadsden purchase'],"['mexican war, 1846-1848', 'frontier and pioneer life', 'chaco war, 1932-1935', 'overland journeys to the pacific', 'regulator-moderator war, tex, 1839-1844']",f,{'gadsden purchase': 21}
mansfield plantation : a legacy on the black river,"""standing on the banks of the black river, mansfield plantation is a living testament to antebellum rice plantations in 1718, it started as a five-hundred-acre land grant near the upstart village of georgetown the mainhouse was built around 1800, and the plantation soon grew to nearly one thousand acres john and sallie middleton parker returned the property to the man-taylor-lance-parker family, a line of ownership dating back 150 years ongoing preservation projects ensure that future generations can explore and appreciate one of the most well-preserved rice plantations in america plantation historian christopher c boyle captures the spirit of mansfield plantation and unravels the many mysteries of its past""-- provided by publisher","foreword / by john rutledge parker -- preface : why research mansfield now? -- acknowledgements -- introduction : mansfield plantation : a shrouded past -- colonial times : susannah man carves a plantation out of the wilderness -- building a family tradition at mansfield under john man taylor and maurice harvey lance -- dr francis s parker, rice planter -- dr francis s parker, physician -- labor and social status on georgetown rice plantations -- capitalism, material wealth and christianity on georgetown rice plantations -- planter lifestyle -- dr francis s parker, politician and provost marshal -- reconstruction of georgetown : the parker boys in charge -- the new south : arthur middleton parker -- epilogue : the next one hundred years -- appendix : the architecture of mansfield plantation","['mansfield plantation (sc)', 'plantations', 'rice farmers', 'plantation life']","['plantation life', 'mansfield plantation (sc)', 'plantation owners', ""plantation owners' spouses"", 'plantations']",f,"{'mansfield plantation (sc)': 2, 'plantations': 5, 'rice farmers': 38, 'plantation life': 1}"
immigrants in the far west : historical identities and experiences,"""this book is a collection of essays showcasing cutting-edge research and innovative approaches that a new generation of scholars is bringing to the study of immigration in the american west often overlooked in general studies of immigration, the western united states has been and is an important destination for immigrants the unique combination of ethnicities and races in the west, combined with political and economic peculiarities, has given the region an immigration narrative that departs significantly from that of the east and midwest this volume explores facets of this narrative with case studies that reveal how immigration in the american west has influenced the region's development culturally, economically, socially, and politically contributors offer historical narrative and theory to illuminate factors that have galvanized immigration and the ways that agency, cultural resources, institutions, and societal attitudes have shaped immigrant experiences with chapters written by scholars from multiple fields, the book's interdisciplinary framework will make it of interest to readers from a variety of backgrounds""-- provided by publisher","immigrants and colonists : three accounts of mexican california / brett garcia myhren -- hell and heaven on wheels : mormons, immigrants, and the (re)construction of american progress and masculinity on the transcontinental railroad / ryan dearinger -- japanese immigrants and the dillingham commission : federal immigration policy and the american west / katherine benton-cohen -- the specter of nations : immigration, gothicism, and transnational mimicry in two post-revolutionary mexican american novels / d seth horton -- converting the civilizing mission : american catholics, mexican immigrants, and the taming of the west in the early twentieth century / anne m martínez -- ""something fearful and wonderful"" : immigrant children, americanization, and public education in los angeles, 1900-1929 / eileen v wallis -- locally made : immigrant whiteness in montana's copper communities / matthew basso -- social capital and frontier community building : the case of immigrant jews in nineteenth-century los angeles / karen s wilson -- greening the silver saloon : building irish community in the mining west / michelle a charest -- ""saints in the pit"" : mormon colliers in britain and the intermountain west / mindi sitterud-mccluskey -- the frontier thesis in transnational migration : the us west in the making of italy abroad / mark i choate -- outlanders and inlanders : boer colonization in the us-mexican borderlands, 1902-1905 / andrew offenburger -- the spatial distribution of hispanics in the mountain west, 1970-2010 / j matthew shumway -- hispanic mormon immigrants in provo, utah / jessie l embry and meisha slight","['immigrants', 'acculturation', 'cultural pluralism']","['immigrant families', 'assimilation (sociology)', 'indians of mexico', 'women immigrants', 'frontier and pioneer life']",f,"{'immigrants': 14, 'acculturation': 48, 'cultural pluralism': 86}"
the southern exodus to mexico : migration across the borderlands after the american civil war,"""after the civil war, a handful of former confederate leaders joined forces with the mexican emperor maximilian von hapsburg to colonize mexico with former american slaveholders their plan was to develop commercial agriculture in the mexican state of coahuila under the guidance of former slaveholders with former slaves providing the bulk of the labor force by developing these new centers of agricultural production and commercial exchange, the mexican government hoped to open up new markets and, by extending the few already-existing railroads in the region, also spur further development the southern exodus to mexico considers the experiences of both white southern elites and common white and black southern farmers and laborers who moved to mexico during this period todd w wahlstrom examines in particular how the endemic warfare, raids, and violence along the borderlands of texas and coahuila affected the colonization effort ultimately, native groups such as the comanches, kiowas, apaches, and kickapoos, along with local mexicans, prevented southern colonies from taking hold in the region, where local tradition and careful balances of power negotiated over centuries held more sway than large nationalistic or economic forces this study of the transcultural tensions and conflicts in this region provides new perspectives for the historical assessment of this period of mexican and american history""-- provided by publisher","introduction -- migration across the borderlands after the american civil war -- white and black southerners migrate to mexico after the american civil war -- southern colonization and the texas-coahuila borderlands -- southern colonization and the fall of the mexican empire, 1866-67 -- southern colonization, railroads, and us and mexican modernization -- conclusion : regions and nations","['americans', 'american confederate voluntary exiles', 'whites']","['mexican war, 1846-1848', 'reconstruction (us history, 1865-1877)', 'indians of mexico', 'american confederate voluntary exiles', 'frontier and pioneer life']",f,"{'americans': 548, 'american confederate voluntary exiles': 4, 'whites': 369}"
george hunt : arizona's crusading seven-term governor,"""this is a political biography of arizona's first elected (state) governor, george wp hunt it follows hunt closely through his years in the territorial legislature and then as governor and minister to siam the author assesses hunt's successes and failings as a political leader""--provided by publisher","the roots : huntsville, globe, family -- territorial politics : in the legislature -- constitutional politics -- coming to power -- the first term : progressives in charge -- reaction : first aid to the wicked -- the critics and the voters -- legislation, executions, and a major strike -- a failed recall and a disputed election -- wartime, labor negotiator, governor again -- mulling things over : to siam and back -- the comeback -- back in office : fighting for water -- the voters, the klan, the colorado -- ups and downs, but heading for defeat -- winding down : the end of a career -- concluding thoughts : the measure of the man",['governors'],"['regulator-moderator war, tex, 1839-1844', 'governors general', 'governors', 'mexican war, 1846-1848', ""governors' spouses""]",f,{'governors': 3}
we are the state! : barrio activism in venezuela's bolivarian revolution,"""this book is about hugo chávez's supporters: the chavistas, the life-blood of venezuela's bolivarian revolution ""we are the state!"" examines the race, class, and gender subjective experiences of the chavistas in everyday processes of state formation and in establishing democracy""--provided by publisher",introduction : chavez's atomic bomb -- upsetting miss universe -- ahora venezuela es de todos -- we are the state! -- organizing barrio metropolitano -- active marooning -- conclusion : counter-hegemony as state-craft,['political participation'],"['government, resistance to', 'antislavery movements', 'social movements', 'revolutionaries', 'protest movements']",f,{'political participation': 33}
